dbn,sqrEnrollment,econNeedInd,grd8Ela,grd8Math,attdRate,pctChronAbs,sqrYear,pct10PlusYear1,pct10PlusYear1Lowest3rd,pct10PlusYear2,pct10PlusYear2Lowest3rd,pct10PlusYear3,pct10PlusYear3Lowest3rd,numYear1,numYear1Lowest3rd,numYear2,numYear2Lowest3rd,numYear3,numYear3Lowest3rd,numGradLowest3rd,numPERLowest3rd,pctCCPCILowest3rd,pctCollegeReadyLowest3rd,pctGradLowest3rd,pctPERLowest3rd,pctGradLevel1,pctGradLevel2,pctGradLevel34,numGradLevel1,numGradLevel2,numGradLevel34
14K685,224.0,0.892,2.458,2.203,0.817,0.661,2019,0.828,0.65,0.72,0.563,0.646,0.533,58.0,20.0,50.0,16.0,48.0,15.0,29.0,33.0,0.276,0.483,0.655,0.545,0.766,0.784,.,47,37,11
15K429,246.0,0.761,2.854,2.669,0.906,0.32,2019,0.988,1.0,0.926,1.0,0.882,0.733,82.0,28.0,81.0,25.0,34.0,15.0,19.0,15.0,0.053,0.105,0.947,0.667,0.967,0.952,1,30,21,15
15K448,389.0,0.708,2.979,2.629,0.863,0.471,2019,0.644,0.467,0.804,0.944,0.768,0.533,90.0,15.0,97.0,18.0,99.0,15.0,31.0,40.0,0.903,0.742,0.839,0.525,0.717,0.909,0.87,53,44,23
15K462,436.0,0.756,2.847,2.549,0.843,0.466,2019,0.672,0.395,0.775,0.595,0.702,0.5,119.0,38.0,129.0,42.0,104.0,34.0,24.0,31.0,0.167,0.417,0.833,0.419,0.755,0.893,0.968,49,56,31
15K463,268.0,0.805,2.77,2.429,0.813,0.55,2019,0.705,0.409,0.288,0.0,0.578,0.375,78.0,22.0,66.0,17.0,64.0,16.0,30.0,29.0,0.067,0.167,0.467,0.414,0.478,0.833,.,46,36,12
15K464,440.0,0.706,2.8,2.635,0.845,0.474,2019,0.814,0.75,0.747,0.581,0.727,0.676,129.0,40.0,95.0,31.0,110.0,34.0,26.0,34.0,0.769,0.192,0.692,0.324,0.679,0.831,1,53,59,42
15K497,286.0,0.674,2.786,2.577,0.813,0.466,2019,0.931,0.909,0.87,0.706,0.651,0.421,102.0,33.0,54.0,17.0,63.0,19.0,20.0,28.0,0.2,0.1,0.5,0.214,0.489,0.78,1,45,41,17
15K519,582.0,0.829,2.775,2.406,0.802,0.43,2019,0.799,0.667,0.703,0.529,0.685,0.471,159.0,48.0,128.0,34.0,124.0,34.0,54.0,47.0,0.444,0.093,0.741,0.489,0.808,0.948,0.98,99,96,49
15K592,226.0,0.861,2.601,2.519,0.831,0.498,2019,0.844,0.933,0.83,0.8,0.673,0.467,32.0,15.0,53.0,15.0,55.0,15.0,37.0,35.0,0.027,0.0,0.27,0.486,0.55,0.889,.,40,27,14
15K656,939.0,0.658,3.149,2.808,0.892,0.344,2019,0.897,0.825,0.799,0.654,0.857,0.738,263.0,80.0,239.0,78.0,217.0,65.0,32.0,42.0,0.172,0.188,0.781,0.619,0.827,0.89,0.948,75,163,116
15K667,1216.0,0.863,2.658,2.545,0.85,0.426,2019,0.812,0.648,0.715,0.506,0.761,0.685,308.0,91.0,302.0,87.0,306.0,92.0,115.0,105.0,0.222,0.183,0.696,0.448,0.744,0.907,0.965,195,227,114
15K684,675.0,0.399,3.802,3.847,0.958,0.081,2019,1.0,1.0,1.0,1.0,0.988,0.98,174.0,49.0,178.0,51.0,161.0,49.0,6.0,3.0,0.333,0.5,0.667,,.,1,1,7,41,219
16K455,439.0,0.863,2.467,2.233,0.816,0.443,2019,0.705,0.576,0.604,0.483,0.645,0.552,112.0,33.0,106.0,29.0,121.0,29.0,49.0,54.0,0.306,0.082,0.612,0.259,0.706,0.892,1,85,37,15
16K498,589.0,0.814,2.704,2.479,0.808,0.472,2019,0.786,0.647,0.717,0.636,0.748,0.651,159.0,51.0,138.0,44.0,135.0,43.0,58.0,46.0,0.069,0.138,0.655,0.435,0.731,0.897,0.945,108,87,55
16K688,105.0,0.919,2.399,2.137,0.849,0.44,2019,0.905,0.867,0.826,0.867,0.853,0.933,21.0,15.0,23.0,15.0,34.0,15.0,16.0,31.0,0.0,0.0,0.75,0.097,0.732,0.941,.,41,17,2
16K765,252.0,0.85,2.454,2.213,0.735,0.711,2019,0.6,0.467,0.492,0.313,0.617,0.375,50.0,15.0,61.0,16.0,60.0,16.0,36.0,28.0,0.0,0.083,0.722,0.464,0.694,0.857,0.9,49,35,20
17K122,581.0,0.659,2.845,2.653,0.911,0.215,2019,0.841,0.636,0.739,0.5,0.642,0.667,107.0,33.0,111.0,34.0,120.0,36.0,41.0,24.0,0.341,0.366,0.585,0.458,0.561,0.744,0.967,57,86,61
17K382,230.0,0.789,2.581,2.253,0.852,0.425,2019,0.92,0.867,0.703,0.529,0.646,0.667,25.0,15.0,64.0,17.0,79.0,15.0,31.0,31.0,0.032,0.065,0.613,0.452,0.659,0.862,.,41,29,5
17K408,196.0,0.846,2.586,2.28,0.84,0.384,2019,0.952,0.933,0.794,0.667,0.721,0.8,42.0,15.0,63.0,15.0,43.0,15.0,13.0,28.0,0.462,0.077,0.769,0.679,0.69,1,.,29,17,4
17K524,368.0,0.954,1.922,2.06,0.881,0.297,2019,0.952,1.0,0.89,0.875,0.827,0.882,63.0,15.0,82.0,16.0,104.0,17.0,62.0,74.0,0.694,0.113,0.419,0.432,0.685,0.8,.,73,15,2
17K528,213.0,0.778,2.708,2.542,0.863,0.434,2019,0.814,0.706,0.692,0.467,0.222,0.133,59.0,17.0,52.0,15.0,63.0,15.0,13.0,18.0,0.462,0.154,0.615,0.5,0.731,0.864,.,26,22,7
17K531,330.0,0.759,2.71,2.358,0.89,0.282,2019,0.865,0.696,0.789,0.55,0.868,0.842,74.0,23.0,71.0,20.0,76.0,19.0,36.0,43.0,0.222,0.167,0.722,0.488,0.724,0.863,0.88,58,73,25
17K537,467.0,0.783,2.607,2.28,0.861,0.382,2019,0.813,0.75,0.744,0.629,0.659,0.606,107.0,32.0,129.0,35.0,123.0,33.0,42.0,48.0,0.06,0.143,0.69,0.458,0.795,0.929,0.958,73,56,24
17K539,297.0,0.824,2.649,2.343,0.839,0.408,2019,0.904,0.813,0.72,0.4,0.707,0.4,52.0,16.0,82.0,20.0,82.0,15.0,35.0,56.0,0.086,0.143,0.657,0.286,0.79,0.933,0.778,62,45,18
17K543,356.0,0.57,3.38,3.38,0.964,0.089,2019,1.0,1.0,0.988,0.964,0.766,0.967,81.0,27.0,86.0,28.0,94.0,30.0,6.0,5.0,0.5,0.5,1.0,0.0,.,0.974,0.991,4,39,110
17K546,462.0,0.729,3.14,2.877,0.922,0.208,2019,0.781,0.622,0.832,0.667,0.879,0.829,137.0,45.0,113.0,36.0,107.0,35.0,20.0,16.0,0.15,0.2,0.75,0.563,0.784,0.885,0.969,37,78,98
17K547,382.0,0.761,2.724,2.603,0.904,0.247,2019,0.757,0.55,0.701,0.522,0.606,0.333,70.0,20.0,87.0,23.0,99.0,24.0,44.0,34.0,0.057,0.364,0.659,0.265,0.58,0.807,0.739,69,57,23
17K548,296.0,0.821,2.631,2.275,0.835,0.458,2019,0.727,0.552,0.711,0.625,0.709,0.6,99.0,29.0,76.0,24.0,55.0,15.0,39.0,42.0,0.026,0.077,0.692,0.381,0.72,0.897,0.944,75,39,18
17K590,897.0,0.554,3.64,3.628,0.932,0.211,2019,0.858,0.653,0.903,0.81,0.709,0.667,233.0,75.0,247.0,79.0,206.0,63.0,10.0,12.0,0.2,0.4,0.6,0.75,0.6,0.952,0.993,15,63,298
17K600,1200.0,0.715,2.847,2.555,0.87,0.371,2019,0.762,0.592,0.74,0.575,0.7,0.658,328.0,103.0,281.0,87.0,270.0,79.0,96.0,121.0,0.313,0.135,0.583,0.43,0.684,0.866,0.939,171,186,99
17K745,415.0,0.712,2.803,2.519,0.911,0.261,2019,0.918,0.842,0.869,0.769,0.9,0.846,122.0,38.0,99.0,26.0,110.0,26.0,22.0,27.0,0.182,0.364,0.773,0.593,0.944,0.981,0.933,36,54,15
17K751,301.0,0.817,2.798,2.503,0.864,0.46,2019,0.828,0.65,0.765,0.8,0.793,0.643,64.0,20.0,68.0,20.0,92.0,28.0,34.0,26.0,0.0,0.088,0.706,0.346,0.75,0.846,0.943,52,52,35
18K563,659.0,0.764,2.826,2.635,0.9,0.301,2019,0.878,0.758,0.91,0.795,0.899,0.771,123.0,33.0,167.0,39.0,208.0,48.0,39.0,44.0,0.487,0.41,0.769,0.5,0.872,0.929,0.978,78,70,46
18K566,189.0,0.747,2.584,2.162,0.899,0.23,2019,0.744,0.6,0.692,0.533,0.607,0.333,39.0,15.0,52.0,15.0,56.0,15.0,21.0,23.0,0.048,0.095,0.524,0.261,0.639,0.8,.,36,25,3
18K567,350.0,0.793,2.59,2.29,0.81,0.565,2019,0.662,0.5,0.561,0.364,0.598,0.448,65.0,20.0,107.0,33.0,97.0,29.0,37.0,35.0,0.108,0.27,0.784,0.514,0.746,0.911,0.933,67,56,15
18K569,294.0,0.754,2.512,2.193,0.87,0.402,2019,0.767,0.6,0.791,0.619,0.814,0.654,43.0,15.0,67.0,21.0,86.0,26.0,48.0,51.0,0.104,0.271,0.688,0.51,0.728,0.839,0.867,81,62,15
18K576,341.0,0.772,2.55,2.319,0.854,0.523,2019,0.741,0.538,0.727,0.542,0.758,0.6,81.0,26.0,77.0,24.0,99.0,30.0,31.0,43.0,0.065,0.097,0.613,0.465,0.651,0.888,0.958,63,80,24
18K617,240.0,0.721,2.541,2.391,0.828,0.549,2019,0.679,0.611,0.655,0.529,0.617,0.4,56.0,18.0,55.0,17.0,60.0,15.0,28.0,33.0,0.036,0.179,0.75,0.242,0.682,0.808,0.867,44,26,15
18K629,282.0,0.743,2.533,2.305,0.853,0.42,2019,0.788,0.733,0.828,0.6,0.789,0.563,52.0,15.0,64.0,15.0,76.0,16.0,39.0,35.0,0.128,0.128,0.436,0.229,0.611,0.86,.,54,43,11
18K633,460.0,0.705,2.879,2.653,0.894,0.351,2019,0.75,0.625,0.923,0.9,0.845,0.56,136.0,40.0,104.0,30.0,97.0,25.0,36.0,23.0,0.028,0.139,0.778,0.478,0.808,0.91,1,52,78,66
18K637,300.0,0.77,2.649,2.395,0.858,0.413,2019,0.838,0.737,0.821,0.588,0.705,0.438,68.0,19.0,67.0,17.0,78.0,16.0,32.0,29.0,0.5,0.156,0.719,0.276,0.714,1,1,49,33,21
18K642,264.0,0.797,2.461,2.268,0.786,0.612,2019,0.76,0.6,0.686,0.8,0.614,0.533,50.0,15.0,51.0,15.0,70.0,15.0,37.0,41.0,0.081,0.135,0.351,0.171,0.434,0.765,.,53,34,11
19K404,336.0,0.794,2.889,2.391,0.873,0.449,2019,0.84,0.727,0.821,0.63,0.846,0.696,100.0,33.0,84.0,27.0,78.0,23.0,25.0,26.0,0.06,0.28,0.8,0.615,0.83,0.933,0.971,53,45,34
19K409,289.0,0.796,2.781,2.656,0.883,0.409,2019,0.88,0.846,0.872,0.808,0.949,0.947,83.0,26.0,78.0,26.0,59.0,19.0,20.0,23.0,0.8,0.15,0.9,0.348,0.737,0.952,0.962,38,42,26
19K422,303.0,0.768,2.69,2.451,0.879,0.377,2019,0.714,0.423,0.838,0.609,0.892,0.958,84.0,26.0,74.0,23.0,74.0,24.0,29.0,1.0,0.103,0.207,0.931,,0.87,1,.,23,24,11
19K502,277.0,0.846,2.455,2.203,0.743,0.584,2019,0.603,0.4,0.703,0.737,0.6,0.435,63.0,20.0,64.0,19.0,80.0,23.0,35.0,54.0,0.029,0.257,0.714,0.259,0.709,0.795,.,79,44,14
19K504,239.0,0.867,2.345,2.198,0.786,0.588,2019,0.771,0.733,0.594,0.6,0.567,0.4,35.0,15.0,64.0,15.0,67.0,15.0,40.0,55.0,0.025,0.075,0.45,0.182,0.557,0.5,.,70,26,7
19K507,409.0,0.863,2.617,2.345,0.872,0.302,2019,0.907,0.88,0.726,0.68,0.661,0.552,86.0,25.0,95.0,25.0,124.0,29.0,35.0,51.0,0.071,0.229,0.829,0.392,0.806,0.941,1,72,51,23
19K510,250.0,0.883,2.541,2.272,0.766,0.621,2019,0.809,0.8,0.636,0.313,0.549,0.733,47.0,15.0,55.0,16.0,71.0,15.0,31.0,30.0,0.097,0.194,0.71,0.3,0.755,0.806,.,53,31,8
19K583,267.0,0.99,1.842,1.954,0.898,0.295,2019,0.757,0.438,0.849,0.8,0.768,,70.0,16.0,73.0,15.0,69.0,9.0,10.0,21.0,0.55,0.1,0.4,0.524,0.941,.,.,17,2,.
19K615,676.0,0.789,2.579,2.372,0.804,0.45,2019,0.722,0.538,0.692,0.378,0.704,0.49,162.0,52.0,146.0,45.0,159.0,49.0,74.0,105.0,0.365,0.162,0.581,0.229,0.65,0.803,0.98,177,117,50
19K618,422.0,0.771,2.712,2.547,0.886,0.364,2019,0.825,0.622,0.844,0.714,0.845,0.788,114.0,37.0,109.0,35.0,103.0,33.0,38.0,41.0,0.237,0.342,0.895,0.439,0.797,0.983,1,79,60,28
19K639,430.0,0.881,2.483,2.263,0.831,0.483,2019,0.778,0.694,0.716,0.6,0.73,0.591,126.0,36.0,116.0,30.0,111.0,22.0,36.0,38.0,0.111,0.083,0.5,0.316,0.537,0.783,.,54,23,13
19K659,302.0,0.825,2.524,2.382,0.862,0.472,2019,0.867,0.848,0.853,0.655,0.781,0.667,98.0,33.0,95.0,29.0,64.0,15.0,17.0,20.0,0.088,0.118,0.706,0.55,0.8,0.857,.,30,21,10
19K660,376.0,0.886,2.459,2.208,0.767,0.583,2019,0.729,0.519,0.744,0.478,0.673,0.552,85.0,27.0,78.0,23.0,101.0,29.0,60.0,69.0,0.567,0.183,0.75,0.304,0.741,0.88,0.938,116,50,16
19K683,270.0,0.898,2.511,2.172,0.81,0.522,2019,0.689,0.667,0.776,0.667,0.817,0.81,61.0,18.0,49.0,15.0,82.0,21.0,38.0,61.0,0.0,0.079,0.5,0.279,0.63,0.929,.,73,42,13
19K764,338.0,0.806,2.786,2.467,0.86,0.431,2019,0.753,0.455,0.811,0.682,0.864,0.947,81.0,22.0,95.0,22.0,81.0,19.0,26.0,33.0,0.173,0.231,0.692,0.242,0.739,0.933,0.957,46,30,23
20K445,3427.0,0.781,2.868,3.027,0.875,0.301,2019,0.843,0.719,0.765,0.602,0.757,0.599,813.0,249.0,816.0,236.0,845.0,227.0,206.0,222.0,0.143,0.18,0.442,0.365,0.6,0.832,0.931,385,500,569
20K485,1235.0,0.748,3.016,3.104,0.943,0.157,2019,0.955,0.878,0.862,0.702,0.857,0.719,309.0,98.0,325.0,104.0,301.0,96.0,53.0,69.0,0.66,0.34,0.736,0.652,0.773,0.933,0.962,119,180,239
20K490,4559.0,0.722,3.094,3.137,0.907,0.247,2019,0.874,0.696,0.809,0.685,0.783,0.683,1100.0,336.0,1175.0,337.0,1116.0,293.0,258.0,225.0,0.116,0.19,0.422,0.28,0.603,0.852,0.952,360,539,855
20K505,3214.0,0.865,2.786,2.818,0.854,0.355,2019,0.811,0.628,0.738,0.553,0.68,0.581,760.0,218.0,714.0,179.0,807.0,167.0,279.0,238.0,0.194,0.125,0.351,0.294,0.63,0.801,0.906,292,376,235
20K609,327.0,0.866,3.055,2.944,0.902,0.32,2019,0.927,0.903,0.909,0.778,0.915,0.864,96.0,31.0,88.0,27.0,71.0,22.0,15.0,26.0,0.533,0.467,0.867,0.615,0.911,0.958,1,45,24,58
21K337,347.0,0.96,1.873,2.401,0.875,0.314,2019,0.892,0.8,0.821,0.75,0.701,0.533,83.0,15.0,95.0,16.0,87.0,15.0,53.0,44.0,0.377,0.132,0.509,0.341,0.702,0.889,.,47,18,8
21K344,623.0,0.779,2.905,2.759,0.859,0.429,2019,0.862,0.784,0.728,0.611,0.756,0.581,130.0,37.0,147.0,36.0,168.0,43.0,51.0,49.0,0.363,0.275,0.51,0.306,0.642,0.793,0.923,81,87,78
21K348,241.0,0.817,2.563,2.429,0.741,0.611,2019,0.775,0.75,0.69,0.556,0.586,0.409,40.0,16.0,71.0,18.0,70.0,22.0,23.0,13.0,0.087,0.087,0.522,0.385,0.6,0.708,.,35,24,13
21K410,1904.0,0.822,2.802,2.611,0.868,0.364,2019,0.794,0.684,0.773,0.667,0.653,0.612,504.0,158.0,441.0,123.0,519.0,121.0,145.0,187.0,0.276,0.214,0.641,0.39,0.691,0.896,0.944,269,269,180
21K468,379.0,0.575,3.324,3.121,0.928,0.239,2019,0.973,0.944,0.989,0.966,0.886,0.667,112.0,36.0,93.0,29.0,88.0,27.0,8.0,4.0,0.875,0.75,0.875,,.,0.952,1,7,62,102
21K525,3693.0,0.653,3.086,3.161,0.912,0.224,2019,0.805,0.572,0.788,0.584,0.804,0.618,917.0,276.0,888.0,267.0,879.0,267.0,168.0,192.0,0.268,0.208,0.518,0.328,0.595,0.835,0.959,343,484,851
21K540,2203.0,0.796,2.875,2.945,0.919,0.195,2019,0.817,0.638,0.785,0.634,0.764,0.651,515.0,160.0,530.0,153.0,546.0,152.0,149.0,148.0,0.295,0.195,0.517,0.419,0.655,0.902,0.939,258,327,295
21K559,286.0,0.79,2.756,2.563,0.838,0.481,2019,0.793,0.684,0.73,0.5,0.743,0.526,58.0,19.0,74.0,24.0,74.0,19.0,22.0,18.0,0.0,0.227,0.818,0.333,0.886,0.938,0.919,35,48,37
21K572,378.0,0.771,2.926,2.869,0.816,0.503,2019,0.874,0.833,0.862,0.739,0.883,0.852,103.0,30.0,87.0,23.0,94.0,27.0,18.0,19.0,0.778,0.389,0.667,0.737,0.833,0.977,0.938,30,44,48
21K620,412.0,0.813,2.518,2.349,0.822,0.506,2019,0.737,0.613,0.701,0.533,0.583,0.5,99.0,31.0,97.0,30.0,115.0,36.0,53.0,68.0,0.189,0.075,0.66,0.191,0.598,0.882,0.952,107,68,21
21K690,591.0,0.696,2.976,2.924,0.873,0.427,2019,0.935,0.857,0.876,0.756,0.854,0.806,138.0,42.0,145.0,41.0,130.0,36.0,47.0,44.0,0.17,0.191,0.66,0.523,0.714,0.879,0.933,70,99,104
22K405,4156.0,0.643,3.512,3.567,0.927,0.205,2019,0.94,0.844,0.903,0.781,0.923,0.828,1035.0,334.0,1065.0,343.0,1017.0,332.0,107.0,94.0,0.107,0.336,0.776,0.5,0.729,0.833,0.982,203,287,1306
22K425,3797.0,0.648,3.114,3.091,0.935,0.136,2019,0.832,0.662,0.826,0.736,0.791,0.665,952.0,290.0,1014.0,292.0,874.0,242.0,181.0,197.0,0.177,0.21,0.492,0.457,0.622,0.904,0.946,296,396,668
22K535,1057.0,0.457,3.778,3.964,0.953,0.104,2019,0.983,0.945,0.967,0.907,0.981,0.935,291.0,91.0,245.0,75.0,263.0,77.0,12.0,12.0,0.583,0.333,0.917,0.417,0.68,0.821,0.978,25,39,372
22K555,660.0,0.558,3.477,3.466,0.955,0.117,2019,0.935,0.807,0.963,0.875,0.787,0.939,185.0,57.0,160.0,48.0,155.0,49.0,10.0,13.0,0.8,0.4,1.0,0.769,0.96,1,1,25,38,190
22K611,414.0,0.83,2.813,2.59,0.833,0.535,2019,0.939,0.88,0.826,0.684,0.833,0.583,98.0,25.0,86.0,19.0,114.0,24.0,39.0,33.0,0.167,0.154,0.641,0.455,0.774,0.906,1,53,53,39
23K493,239.0,0.827,2.624,2.323,0.839,0.496,2019,0.87,0.8,0.81,0.688,0.778,0.647,46.0,15.0,58.0,16.0,72.0,17.0,28.0,31.0,0.143,0.143,0.607,0.484,0.745,0.897,.,51,39,11
23K514,153.0,0.87,2.388,2.209,0.866,0.403,2019,0.86,0.733,0.781,0.733,0.583,0.333,43.0,15.0,32.0,15.0,36.0,15.0,15.0,38.0,0.033,0.133,0.667,0.079,0.545,0.765,.,44,17,7
23K644,359.0,0.713,2.499,2.86,0.886,0.298,2019,0.8,0.613,0.867,0.778,0.804,0.733,95.0,31.0,83.0,27.0,97.0,30.0,48.0,52.0,0.125,0.229,0.833,0.519,0.875,0.941,1,96,51,18
23K697,189.0,0.893,2.392,2.183,0.779,0.594,2019,0.765,0.6,0.548,0.467,0.537,0.467,34.0,15.0,31.0,15.0,41.0,15.0,33.0,29.0,0.03,0.091,0.455,0.207,0.511,0.962,.,47,26,13
24Q236,273.0,0.925,2.152,2.27,0.873,0.336,2019,0.867,0.867,0.884,0.813,0.791,0.688,45.0,15.0,69.0,16.0,67.0,16.0,43.0,58.0,0.07,0.093,0.488,0.224,0.7,.,.,30,13,10
24Q264,649.0,0.681,3.171,3.315,0.931,0.215,2019,0.961,0.898,0.955,0.882,0.917,0.867,154.0,49.0,178.0,51.0,157.0,45.0,21.0,14.0,0.333,0.619,0.81,0.714,0.848,0.988,0.99,33,84,103
24Q267,407.0,0.668,2.845,2.663,0.903,0.302,2019,0.936,0.889,0.931,0.903,0.808,0.688,109.0,36.0,102.0,31.0,104.0,32.0,25.0,31.0,0.52,0.52,0.84,0.548,0.867,0.89,0.956,45,73,45
24Q293,593.0,0.768,3.106,2.965,0.911,0.259,2019,0.972,0.946,0.919,0.837,0.904,0.775,179.0,56.0,148.0,43.0,135.0,40.0,22.0,17.0,0.205,0.227,0.727,0.353,0.667,0.908,0.989,33,76,87
24Q296,423.0,0.953,1.903,1.956,0.935,0.18,2019,0.976,0.938,0.934,0.933,0.85,0.933,82.0,16.0,91.0,15.0,107.0,15.0,51.0,44.0,0.412,0.275,0.667,0.318,0.909,.,.,55,13,.
24Q299,643.0,0.415,3.97,4.159,0.963,0.065,2019,0.967,0.891,0.97,0.939,0.981,1.0,180.0,55.0,167.0,49.0,154.0,48.0,,1.0,,,,,.,.,0.992,.,4,251
24Q455,1805.0,0.793,2.715,2.619,0.89,0.267,2019,0.788,0.62,0.759,0.643,0.714,0.539,363.0,108.0,402.0,98.0,427.0,102.0,192.0,233.0,0.263,0.203,0.438,0.343,0.6,0.875,0.865,260,296,171
24Q485,1715.0,0.75,2.72,2.592,0.836,0.428,2019,0.808,0.68,0.675,0.509,0.59,0.435,334.0,100.0,382.0,110.0,439.0,124.0,172.0,159.0,0.131,0.169,0.419,0.201,0.465,0.782,0.881,254,257,151
24Q520,508.0,0.74,3.021,2.996,0.932,0.19,2019,0.981,0.971,0.875,0.771,0.8,0.697,106.0,34.0,112.0,35.0,105.0,33.0,20.0,19.0,0.9,0.55,0.8,0.842,0.829,0.843,0.921,35,102,76
24Q530,507.0,0.843,2.046,2.43,0.918,0.24,2019,0.982,0.97,0.949,0.871,0.847,0.676,114.0,33.0,99.0,31.0,111.0,34.0,59.0,53.0,0.644,0.237,0.695,0.623,0.752,0.925,0.944,109,53,18
24Q550,784.0,0.746,2.972,2.907,0.912,0.247,2019,0.919,0.857,0.872,0.758,0.819,0.732,211.0,70.0,196.0,62.0,182.0,56.0,35.0,42.0,0.729,0.714,0.914,0.619,0.889,0.934,0.976,81,121,164
24Q560,491.0,0.65,3.064,3.118,0.918,0.228,2019,0.939,0.842,0.958,0.872,0.947,0.878,115.0,38.0,119.0,39.0,131.0,41.0,21.0,20.0,0.381,0.429,0.952,0.4,0.881,1,1,42,85,100
24Q585,1212.0,0.546,3.329,3.348,0.934,0.201,2019,0.993,1.0,1.0,1.0,0.981,0.973,287.0,89.0,410.0,128.0,259.0,75.0,14.0,21.0,0.286,0.429,0.786,0.476,0.921,0.959,0.994,38,74,331
24Q600,1522.0,0.762,2.947,2.987,0.921,0.188,2019,0.901,0.794,0.841,0.6,0.816,0.71,382.0,126.0,396.0,130.0,342.0,107.0,84.0,78.0,0.298,0.226,0.488,0.333,0.603,0.83,0.978,141,283,267
24Q610,2088.0,0.666,3.42,3.681,0.974,0.057,2019,0.969,0.922,0.964,0.909,0.966,0.934,510.0,166.0,475.0,154.0,440.0,136.0,38.0,48.0,0.289,0.368,0.763,0.708,0.74,0.952,0.988,77,209,608
25Q240,567.0,0.697,2.866,2.791,0.887,0.349,2019,0.889,0.854,0.76,0.523,0.783,0.61,135.0,41.0,146.0,44.0,138.0,41.0,32.0,27.0,0.156,0.156,0.656,0.333,0.717,0.901,0.944,53,81,71
25Q241,424.0,0.764,2.985,3.164,0.933,0.194,2019,0.963,0.933,0.959,0.962,0.913,0.792,108.0,30.0,98.0,26.0,103.0,24.0,20.0,14.0,0.4,0.45,0.75,0.857,0.872,0.958,0.982,39,48,57
25Q252,335.0,0.51,3.257,3.355,0.94,0.152,2019,0.944,0.821,0.917,0.846,0.942,0.84,89.0,28.0,84.0,26.0,86.0,25.0,12.0,11.0,0.667,0.667,0.833,0.727,0.87,0.944,1,23,36,75
25Q263,426.0,0.948,1.84,2.489,0.887,0.329,2019,0.919,0.842,0.87,1.0,0.729,0.6,111.0,19.0,115.0,24.0,85.0,15.0,60.0,58.0,0.367,0.15,0.433,0.397,0.767,0.938,.,43,16,13
25Q281,352.0,0.616,3.074,3.418,0.932,0.202,2019,0.913,0.767,0.955,0.897,0.968,0.967,92.0,30.0,89.0,29.0,93.0,30.0,13.0,16.0,0.269,0.308,0.923,0.625,0.8,0.972,0.976,25,36,82
25Q285,325.0,0.463,3.263,3.106,0.915,0.274,2019,0.966,0.897,0.975,1.0,0.937,0.8,88.0,29.0,80.0,25.0,79.0,25.0,8.0,8.0,0.375,0.5,1.0,0.625,1,0.946,1,15,56,63
25Q425,3522.0,0.749,2.866,2.844,0.849,0.383,2019,0.783,0.575,0.755,0.57,0.759,0.622,799.0,247.0,856.0,249.0,881.0,233.0,274.0,292.0,0.215,0.175,0.536,0.342,0.623,0.843,0.946,456,542,389
25Q460,1595.0,0.775,2.751,2.633,0.844,0.439,2019,0.928,0.87,0.766,0.664,0.762,0.643,431.0,131.0,380.0,107.0,395.0,98.0,167.0,175.0,0.21,0.204,0.473,0.189,0.573,0.799,0.914,232,209,128
25Q525,1182.0,0.386,4.153,4.294,0.971,0.052,2019,0.993,0.98,1.0,1.0,1.0,1.0,307.0,98.0,293.0,92.0,295.0,86.0,,3.0,,,,,.,.,0.996,.,5,518
25Q670,702.0,0.7,2.836,2.882,0.898,0.318,2019,0.851,0.729,0.812,0.774,0.757,0.589,148.0,48.0,170.0,53.0,185.0,56.0,46.0,51.0,0.435,0.391,0.804,0.431,0.705,0.874,0.982,88,127,110
26Q315,519.0,0.587,3.052,2.922,0.866,0.405,2019,0.903,0.795,0.941,0.944,0.898,0.786,124.0,39.0,119.0,36.0,108.0,28.0,34.0,16.0,0.353,0.324,0.824,0.5,0.878,0.968,0.962,41,63,53
26Q415,3609.0,0.507,3.221,3.332,0.92,0.22,2019,0.913,0.822,0.868,0.723,0.857,0.726,870.0,269.0,846.0,256.0,904.0,263.0,157.0,134.0,0.223,0.318,0.713,0.44,0.665,0.881,0.972,245,420,867
26Q430,4492.0,0.599,3.291,3.492,0.921,0.204,2019,0.897,0.759,0.903,0.762,0.874,0.734,1026.0,315.0,1129.0,336.0,1134.0,319.0,132.0,180.0,0.375,0.318,0.583,0.439,0.706,0.866,0.975,252,439,1193
26Q435,1162.0,0.674,2.758,2.579,0.878,0.359,2019,0.78,0.591,0.748,0.627,0.748,0.716,296.0,88.0,305.0,83.0,262.0,67.0,102.0,106.0,0.216,0.245,0.569,0.387,0.663,0.927,0.937,181,137,95
26Q495,2850.0,0.517,3.105,3.232,0.928,0.219,2019,0.969,0.919,0.948,0.894,0.941,0.888,827.0,248.0,737.0,218.0,629.0,188.0,111.0,104.0,0.865,0.495,0.919,0.615,0.936,0.992,0.991,233,381,853
26Q566,1070.0,0.408,2.881,2.678,0.9,0.306,2019,0.831,0.655,0.838,0.75,0.833,0.623,278.0,84.0,240.0,72.0,263.0,77.0,71.0,54.0,0.176,0.169,0.831,0.648,0.831,0.925,0.98,130,160,153
