dbn,sqrEnrollment,econNeedInd,grd8Ela,grd8Math,attdRate,pctChronAbs,sqrYear,pct10PlusYear1,pct10PlusYear1Lowest3rd,pct10PlusYear2,pct10PlusYear2Lowest3rd,pct10PlusYear3,pct10PlusYear3Lowest3rd,numYear1,numYear1Lowest3rd,numYear2,numYear2Lowest3rd,numYear3,numYear3Lowest3rd,numGradLowest3rd,numPERLowest3rd,pctCCPCILowest3rd,pctCollegeReadyLowest3rd,pctGradLowest3rd,pctPERLowest3rd,pctGradLevel1,pctGradLevel2,pctGradLevel34,numGradLevel1,numGradLevel2,numGradLevel34
25Q281,361.0,0.545,2.925,3.088,0.898,0.264,2016,0.963,0.962,0.912,0.833,0.835,0.75,,,,,,,,,0.286,0.143,0.929,0.5,,,,,,
25Q285,365.0,0.324,3.163,2.782,0.922,0.228,2016,1.0,1.0,0.938,0.885,0.967,0.964,,,,,,,,,0.067,0.2,0.733,0.667,,,,,,
25Q425,3566.0,0.612,2.617,2.539,0.86,0.351,2016,0.828,0.663,0.781,0.635,0.754,0.605,,,,,,,,,0.225,0.035,0.438,0.231,,,,,,
25Q460,1812.0,0.634,2.583,2.4,0.857,0.39,2016,0.81,0.669,0.706,0.52,0.667,0.59,,,,,,,,,0.219,0.013,0.386,0.239,,,,,,
25Q525,1133.0,0.28,4.13,4.21,0.974,0.035,2016,0.997,0.989,0.997,0.989,0.996,1.0,,,,,,,,,,,,,,,,,,
25Q670,720.0,0.593,2.624,2.589,0.917,0.241,2016,0.868,0.754,0.717,0.508,0.693,0.434,,,,,,,,,0.421,0.175,0.754,0.5,,,,,,
26Q315,208.0,0.444,2.799,2.558,0.901,0.34,2016,0.913,0.806,0.89,0.774,,,,,,,,,,,,,,,,,,,,
26Q415,3646.0,0.389,3.075,3.095,0.934,0.168,2016,0.855,0.626,0.84,0.639,0.843,0.709,,,,,,,,,0.19,0.052,0.629,0.424,,,,,,
26Q430,4289.0,0.452,3.138,3.259,0.917,0.203,2016,0.907,0.76,0.903,0.793,0.839,0.705,,,,,,,,,0.191,0.093,0.494,0.331,,,,,,
26Q435,1544.0,0.527,2.542,2.312,0.856,0.408,2016,0.776,0.573,0.711,0.6,0.686,0.512,,,,,,,,,0.085,0.03,0.43,0.228,,,,,,
26Q495,3306.0,0.389,3.048,3.061,0.921,0.222,2016,0.97,0.92,0.956,0.895,0.874,0.807,,,,,,,,,0.779,0.106,0.814,0.398,,,,,,
26Q566,1119.0,0.31,2.817,2.618,0.916,0.236,2016,0.898,0.815,0.884,0.766,0.906,0.825,,,,,,,,,0.234,0.021,0.723,0.5,,,,,,
27Q260,373.0,0.745,2.363,2.039,0.849,0.412,2016,0.632,0.545,0.51,0.407,0.593,0.565,,,,,,,,,0.0,0.0,0.517,0.122,,,,,,
27Q262,498.0,0.555,2.778,2.514,0.887,0.337,2016,0.95,0.921,0.992,1.0,0.957,0.943,,,,,,,,,0.077,0.0,0.846,0.459,,,,,,
27Q302,417.0,0.753,2.418,2.165,0.836,0.449,2016,0.856,0.75,0.717,0.565,0.757,0.682,,,,,,,,,0.156,0.022,0.6,0.216,,,,,,
27Q308,606.0,0.492,2.857,2.701,0.929,0.219,2016,0.903,0.796,0.934,0.84,0.873,0.8,,,,,,,,,0.098,0.024,0.707,0.488,,,,,,
27Q309,402.0,0.711,2.534,2.199,0.846,0.496,2016,0.87,0.667,0.806,0.719,0.774,0.654,,,,,,,,,0.196,0.0,0.478,0.25,,,,,,
27Q314,175.0,0.572,2.577,2.302,0.85,0.514,2016,0.671,0.464,0.489,0.304,,,,,,,,,,,,,,,,,,,,
27Q323,546.0,0.396,3.844,3.875,0.951,0.104,2016,0.988,0.982,0.993,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,
27Q324,365.0,0.694,2.452,2.135,0.783,0.589,2016,0.699,0.435,0.724,0.542,0.595,0.333,,,,,,,,,0.02,0.0,0.408,0.17,,,,,,
27Q334,178.0,0.536,2.718,2.504,0.915,0.272,2016,0.921,0.846,0.93,0.833,,,,,,,,,,,,,,,,,,,,
27Q351,392.0,0.699,2.431,2.195,0.826,0.543,2016,0.575,0.346,0.67,0.519,0.625,0.375,,,,,,,,,0.02,0.0,0.373,0.12,,,,,,
27Q400,459.0,0.607,2.389,2.116,0.811,0.511,2016,0.813,0.632,0.647,0.5,0.645,0.536,,,,,,,,,0.0,0.0,0.205,0.042,,,,,,
27Q475,1950.0,0.644,2.494,2.295,0.856,0.384,2016,0.805,0.692,0.728,0.581,0.71,0.634,,,,,,,,,0.145,0.035,0.427,0.22,,,,,,
27Q480,2386.0,0.638,2.478,2.278,0.843,0.434,2016,0.858,0.741,0.774,0.613,0.754,0.623,,,,,,,,,0.153,0.034,0.414,0.165,,,,,,
27Q650,973.0,0.436,3.114,3.18,0.941,0.142,2016,1.0,1.0,0.941,0.827,0.987,0.986,,,,,,,,,0.45,0.2,0.85,0.375,,,,,,
28Q157,99.0,0.399,2.613,2.679,0.922,0.29,2016,0.768,0.433,,,,,,,,,,,,,,,,,,,,,,
28Q167,456.0,0.403,2.98,2.68,0.941,0.176,2016,0.974,0.946,0.908,0.775,0.922,0.844,,,,,,,,,0.091,0.0,1.0,,,,,,,
28Q284,342.0,0.419,3.215,3.007,0.95,0.102,2016,0.954,0.893,0.965,0.926,0.952,0.852,,,,,,,,,1.0,0.444,0.778,0.5,,,,,,
28Q310,412.0,0.555,2.678,2.402,0.887,0.33,2016,0.958,0.889,0.779,0.643,0.921,0.885,,,,,,,,,0.091,0.03,0.515,0.379,,,,,,
28Q325,474.0,0.567,2.61,2.303,0.857,0.387,2016,0.902,0.868,0.858,0.781,0.769,0.828,,,,,,,,,0.054,0.0,0.73,0.583,,,,,,
28Q328,444.0,0.616,2.524,2.376,0.81,0.479,2016,0.811,0.724,0.881,0.806,0.867,0.864,,,,,,,,,0.125,0.042,0.667,0.32,,,,,,
28Q350,515.0,0.486,2.78,2.746,0.9,0.301,2016,0.913,0.818,0.874,0.818,0.85,0.735,,,,,,,,,0.176,0.059,0.765,0.462,,,,,,
28Q440,3834.0,0.458,3.081,3.067,0.903,0.253,2016,0.866,0.691,0.872,0.726,0.837,0.691,,,,,,,,,0.58,0.107,0.607,0.415,,,,,,
28Q505,3321.0,0.571,2.68,2.485,0.877,0.29,2016,0.862,0.719,0.756,0.597,0.724,0.583,,,,,,,,,0.324,0.012,0.453,0.337,,,,,,
28Q620,2132.0,0.442,3.179,3.134,0.929,0.176,2016,0.914,0.804,0.875,0.75,0.859,0.696,,,,,,,,,0.297,0.027,0.568,0.253,,,,,,
28Q680,451.0,0.428,3.506,3.385,0.956,0.1,2016,0.951,0.853,0.972,0.943,0.945,0.857,,,,,,,,,,,,,,,,,,
28Q686,1060.0,0.423,2.856,2.672,0.915,0.234,2016,0.918,0.823,0.889,0.787,0.825,0.73,,,,,,,,,0.197,0.085,0.859,0.516,,,,,,
28Q687,434.0,0.304,3.994,4.171,0.967,0.044,2016,0.98,0.935,0.991,0.971,0.991,1.0,,,,,,,,,,,,,,,,,,
28Q690,589.0,0.577,2.571,2.36,0.906,0.228,2016,0.731,0.587,0.618,0.481,0.718,0.538,,,,,,,,,0.029,0.0,0.6,0.264,,,,,,
28Q896,314.0,0.505,2.993,2.616,0.924,0.249,2016,1.0,1.0,0.949,0.846,0.942,0.889,,,,,,,,,0.063,0.063,0.875,0.724,,,,,,
29Q243,285.0,0.515,2.612,2.334,0.886,0.331,2016,0.906,0.917,0.897,0.759,0.85,0.765,,,,,,,,,,,,,,,,,,
29Q248,485.0,0.499,2.512,2.222,0.837,0.39,2016,0.835,0.778,0.689,0.448,0.659,0.483,,,,,,,,,0.024,0.024,0.405,0.354,,,,,,
29Q259,367.0,0.39,2.541,2.229,0.905,0.202,2016,0.808,0.826,0.813,0.767,0.851,0.8,,,,,,,,,0.455,0.03,0.515,0.306,,,,,,
29Q265,508.0,0.469,2.452,2.174,0.887,0.269,2016,0.903,0.774,0.91,0.788,0.839,0.633,,,,,,,,,0.091,0.03,0.636,0.388,,,,,,
29Q272,499.0,0.48,2.65,2.412,0.905,0.266,2016,0.686,0.333,0.732,0.412,0.76,0.594,,,,,,,,,0.059,0.029,0.618,0.289,,,,,,
29Q283,410.0,0.446,2.818,2.458,0.879,0.28,2016,0.862,0.8,0.849,0.838,0.75,0.682,,,,,,,,,0.063,0.094,0.656,0.486,,,,,,
29Q313,205.0,0.559,2.493,2.303,0.893,0.332,2016,0.84,0.677,0.814,0.455,,,,,,,,,,,,,,,,,,,,
29Q326,405.0,0.467,2.525,2.165,0.845,0.365,2016,0.883,0.692,0.797,0.636,0.819,0.613,,,,,,,,,0.182,0.0,0.591,0.286,,,,,,
29Q327,245.0,0.415,2.515,2.176,0.865,0.457,2016,0.674,0.414,0.733,0.708,0.77,0.5,,,,,,,,,,,,,,,,,,
29Q492,437.0,0.503,2.518,2.372,0.846,0.396,2016,0.846,0.667,0.776,0.556,0.707,0.65,,,,,,,,,0.043,0.022,0.37,0.25,,,,,,
29Q494,42.0,0.51,2.501,2.302,0.885,0.268,2016,,,,,,,,,,,,,,,0.25,0.042,0.708,0.318,,,,,,
29Q496,25.0,0.388,2.358,2.215,0.875,0.48,2016,,,,,,,,,,,,,,,0.381,0.0,0.333,0.317,,,,,,
29Q498,477.0,0.524,2.535,2.221,0.894,0.317,2016,0.798,0.654,0.65,0.4,0.672,0.5,,,,,,,,,0.143,0.041,0.633,0.345,,,,,,
30Q258,331.0,0.511,2.83,2.856,0.934,0.155,2016,0.922,0.789,0.902,0.75,0.904,0.733,,,,,,,,,,,,,,,,,,
30Q286,316.0,0.559,3.077,2.854,0.939,0.181,2016,0.948,0.833,0.975,0.962,0.937,0.875,,,,,,,,,0.143,0.143,0.857,0.667,,,,,,
30Q301,545.0,0.432,2.945,2.671,0.942,0.15,2016,0.953,0.864,0.986,0.955,0.984,1.0,,,,,,,,,0.958,0.083,0.958,0.625,,,,,,
30Q445,2437.0,0.639,2.646,2.608,0.893,0.244,2016,0.857,0.697,0.754,0.605,0.728,0.539,,,,,,,,,0.201,0.038,0.411,0.205,,,,,,
30Q450,2077.0,0.641,2.59,2.476,0.829,0.442,2016,0.779,0.569,0.763,0.641,0.651,0.552,,,,,,,,,0.14,0.012,0.366,0.234,,,,,,
30Q501,828.0,0.305,3.488,3.317,0.951,0.089,2016,0.935,0.808,0.961,0.943,0.916,0.917,,,,,,,,,,,,,,,,,,
30Q502,961.0,0.614,2.639,2.652,0.901,0.265,2016,0.893,0.787,0.845,0.747,0.806,0.619,,,,,,,,,0.219,0.047,0.547,0.329,,,,,,
30Q555,891.0,0.936,1.882,2.348,0.908,0.246,2016,0.747,0.647,0.752,0.733,0.772,0.667,,,,,,,,,0.281,0.078,0.344,0.198,,,,,,
30Q575,890.0,0.436,3.25,3.258,0.932,0.161,2016,0.947,0.86,0.966,0.929,0.907,0.769,,,,,,,,,0.643,0.0,0.571,0.5,,,,,,
30Q580,300.0,0.254,3.914,3.939,0.951,0.09,2016,0.962,0.889,0.974,0.923,0.966,0.933,,,,,,,,,,,,,,,,,,
31R047,495.0,0.283,3.248,3.095,0.944,0.134,2016,0.913,0.714,0.947,0.816,0.992,1.0,,,,,,,,,1.0,0.083,1.0,0.773,,,,,,
31R064,450.0,0.287,2.951,2.684,0.904,0.252,2016,0.9,0.667,0.915,0.903,0.922,0.846,,,,,,,,,0.118,0.0,0.765,0.519,,,,,,
31R080,469.0,0.379,2.912,2.828,0.91,0.26,2016,0.877,0.657,0.821,0.657,0.908,0.789,,,,,,,,,0.25,0.0,0.625,0.4,,,,,,
31R440,2876.0,0.477,2.775,2.494,0.892,0.204,2016,0.789,0.548,0.763,0.528,0.769,0.582,,,,,,,,,0.208,0.066,0.563,0.28,,,,,,
31R445,1493.0,0.61,2.605,2.321,0.855,0.349,2016,0.822,0.602,0.741,0.538,0.673,0.465,,,,,,,,,0.187,0.061,0.394,0.255,,,,,,
31R450,2500.0,0.617,2.704,2.419,0.845,0.371,2016,0.781,0.546,0.664,0.387,0.676,0.473,,,,,,,,,0.267,0.033,0.467,0.278,,,,,,
31R455,3907.0,0.254,3.138,2.984,0.9,0.299,2016,0.92,0.823,0.9,0.789,0.881,0.766,,,,,,,,,0.185,0.056,0.611,0.303,,,,,,
31R460,3388.0,0.399,3.004,2.784,0.911,0.25,2016,0.9,0.776,0.868,0.665,0.864,0.701,,,,,,,,,0.381,0.025,0.549,0.287,,,,,,
31R600,650.0,0.603,2.603,2.354,0.866,0.37,2016,0.744,0.58,0.758,0.545,0.736,0.6,,,,,,,,,0.286,0.029,0.543,0.186,,,,,,
31R605,1279.0,0.256,4.063,4.176,0.966,0.045,2016,1.0,1.0,0.997,0.989,0.991,1.0,,,,,,,,,,,,,,,,,,
32K168,268.0,0.731,2.589,2.533,0.864,0.414,2016,0.789,0.583,0.842,0.765,0.816,0.773,,,,,,,,,0.05,0.15,0.55,0.467,,,,,,
32K403,309.0,0.808,2.251,2.052,0.824,0.523,2016,0.833,0.667,0.667,0.55,0.66,0.481,,,,,,,,,0.063,0.0,0.604,0.404,,,,,,
32K545,520.0,0.825,2.331,2.146,0.85,0.437,2016,0.821,0.707,0.829,0.761,0.774,0.658,,,,,,,,,0.03,0.045,0.667,0.197,,,,,,
32K549,385.0,0.838,2.343,2.091,0.793,0.553,2016,0.765,0.737,0.684,0.6,0.67,0.607,,,,,,,,,0.078,0.078,0.608,0.306,,,,,,
32K552,227.0,0.847,2.158,2.029,0.843,0.494,2016,0.735,0.667,0.55,0.389,0.667,0.467,,,,,,,,,0.063,0.021,0.583,0.259,,,,,,
32K554,205.0,0.654,3.227,3.179,0.94,0.156,2016,0.948,0.842,0.908,0.727,0.615,0.6,,,,,,,,,0.5,0.0,1.0,,,,,,,
32K556,274.0,0.841,2.26,2.008,0.821,0.622,2016,0.774,0.684,0.686,0.455,0.74,0.682,,,,,,,,,0.171,0.098,0.683,0.224,,,,,,
84K355,207.0,0.735,3.186,3.503,0.932,0.207,2016,0.929,0.895,0.966,0.947,0.87,0.813,,,,,,,,,,,,,,,,,,
84K356,188.0,0.569,2.984,3.284,0.976,0.015,2016,0.877,0.684,0.905,0.867,0.156,0.333,,,,,,,,,,,,,,,,,,
84K357,136.0,0.739,2.673,2.819,0.942,0.153,2016,0.814,0.8,0.829,0.733,0.852,0.733,,,,,,,,,,,,0.8,,,,,,
84K358,119.0,0.706,3.086,3.328,0.969,0.043,2016,0.041,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
84K359,351.0,0.732,2.427,2.144,0.864,0.353,2016,0.756,0.654,0.847,0.821,0.817,0.759,,,,,,,,,0.25,0.0,0.625,0.444,,,,,,
84K473,972.0,0.72,2.582,2.361,0.896,0.249,2016,0.79,0.609,0.773,0.621,0.782,0.676,,,,,,,,,0.081,0.014,0.712,0.436,,,,,,
84K508,177.0,0.688,2.96,3.551,0.959,0.084,2016,0.827,0.722,0.884,0.813,0.865,0.882,,,,,,,,,,,,,,,,,,
84K517,8.0,0.69,2.928,2.804,,,2016,,,,,,,,,,,,,,,,,,,,,,,,
84K538,219.0,0.735,3.121,3.653,0.972,0.041,2016,0.034,0.05,0.111,0.095,0.164,0.167,,,,,,,,,,,,,,,,,,
84K593,55.0,0.633,2.794,3.117,0.92,0.269,2016,0.955,1.0,0.824,0.867,,,,,,,,,,,,,,,,,,,,
84K608,195.0,0.496,3.063,3.181,0.952,0.11,2016,0.911,0.85,0.931,0.85,0.933,1.0,,,,,,,,,,,,,,,,,,
84K648,141.0,0.688,2.973,3.156,0.952,0.105,2016,0.733,0.8,0.868,0.867,0.839,0.8,,,,,,,,,,,,,,,,,,
84K652,68.0,0.648,2.727,2.477,0.961,0.063,2016,0.606,0.15,,,,,,,,,,,,,,,,,,,,,,
84K693,392.0,0.641,2.645,2.411,0.945,0.136,2016,0.891,0.903,0.953,0.968,0.915,0.955,,,,,,,,,0.069,0.034,0.759,0.35,,,,,,
84K707,418.0,0.358,3.056,2.867,0.948,0.124,2016,0.879,0.875,0.887,0.848,0.843,0.75,,,,,,,,,0.0,0.0,0.625,,,,,,,
84K710,135.0,0.75,3.01,3.196,0.962,0.115,2016,0.83,0.667,0.915,1.0,0.963,0.933,,,,,,,,,,,,,,,,,,
84K730,208.0,0.754,2.576,2.527,0.853,0.439,2016,0.75,0.533,0.569,0.235,0.68,0.375,,,,,,,,,0.0,0.0,0.333,,,,,,,
84K733,354.0,0.751,2.473,2.335,,,2016,0.947,0.853,0.942,0.842,0.906,0.842,,,,,,,,,,,,,,,,,,
84K738,351.0,0.575,2.677,2.477,0.948,0.14,2016,0.879,0.816,0.933,0.839,0.89,0.857,,,,,,,,,,,,,,,,,,
84K739,332.0,0.606,2.542,2.212,0.925,0.24,2016,0.796,0.694,0.776,0.594,0.807,0.706,,,,,,,,,,,,,,,,,,
84K744,247.0,0.726,3.024,3.031,0.932,0.196,2016,0.888,0.821,0.94,0.889,0.919,0.929,,,,,,,,,,,,,,,,,,
84K777,75.0,0.678,3.094,3.483,0.966,0.066,2016,0.946,0.867,1.0,1.0,,,,,,,,,,,,,,,,,,,,
84K780,65.0,0.611,3.176,3.188,0.969,0.031,2016,0.941,0.867,0.935,0.867,,,,,,,,,,,,,,,,,,,,
84M065,111.0,0.756,2.906,2.903,0.943,0.164,2016,0.738,0.514,,,,,,,,,,,,,,,,,,,,,,
84M279,234.0,0.793,2.196,1.982,0.905,0.33,2016,0.897,0.85,0.896,0.824,0.764,0.563,,,,,,,,,0.026,0.0,0.436,0.488,,,,,,
84M284,270.0,0.769,2.755,2.72,0.942,0.16,2016,0.597,0.2,0.939,0.889,0.857,0.579,,,,,,,,,0.214,0.0,1.0,,,,,,,
84M335,228.0,0.784,3.006,2.988,,,2016,0.915,0.8,0.812,0.739,0.796,0.778,,,,,,,,,,,,,,,,,,
84M336,286.0,0.798,3.092,3.283,0.938,0.17,2016,0.877,0.815,0.713,0.615,0.852,0.75,,,,,,,,,,,,,,,,,,
84M341,137.0,0.773,2.916,3.059,0.946,0.095,2016,0.885,0.654,0.897,0.8,1.0,1.0,,,,,,,,,,,,,,,,,,
84M350,386.0,0.696,3.068,3.218,0.952,0.121,2016,0.747,0.586,0.76,0.563,0.783,0.567,,,,,,,,,0.571,0.143,0.857,0.429,,,,,,
84M351,65.0,0.696,3.81,3.864,,,2016,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
84M353,369.0,0.834,2.569,2.463,0.934,0.185,2016,0.83,0.743,0.96,0.879,0.944,1.0,,,,,,,,,0.231,0.038,1.0,0.667,,,,,,
84M433,456.0,0.821,2.276,2.048,0.867,0.352,2016,0.725,0.667,0.719,0.714,0.598,0.514,,,,,,,,,0.111,0.0,0.429,0.141,,,,,,
84M478,225.0,0.757,2.575,2.535,0.922,0.279,2016,0.729,0.5,0.798,0.735,,,,,,,,,,,,,,,,,,,,
84M481,245.0,0.762,2.859,2.91,0.933,0.176,2016,0.743,0.478,0.648,0.483,0.732,0.6,,,,,,,,,,,,,,,,,,
84M522,324.0,,,,0.849,0.506,2016,0.718,0.4,0.795,0.542,0.654,0.565,,,,,,,,,0.0,0.0,0.571,0.161,,,,,,
84M709,214.0,0.774,2.865,2.899,,,2016,0.867,0.8,0.833,0.65,0.786,0.632,,,,,,,,,,,,,,,,,,
84M726,243.0,0.749,2.769,2.761,0.95,0.118,2016,0.79,0.619,0.697,0.524,0.792,0.765,,,,,,,,,0.25,0.0,0.917,0.8,,,,,,
84Q320,128.0,0.551,2.602,2.419,0.945,,2016,0.859,0.738,,,,,,,,,,,,,,,,,,,,,,
84Q705,211.0,0.553,2.879,2.78,0.941,0.155,2016,0.962,0.882,0.926,0.889,0.846,0.875,,,,,,,,,0.182,0.0,0.636,0.333,,,,,,
84R067,123.0,0.554,2.636,2.515,0.926,0.225,2016,0.849,0.722,0.833,0.667,0.724,0.6,,,,,,,,,0.0,0.2,1.0,,,,,,,
84X185,222.0,0.755,2.804,2.675,0.936,0.184,2016,0.717,0.529,0.75,0.889,0.8,0.684,,,,,,,,,0.467,0.067,0.4,0.538,,,,,,
84X202,518.0,0.787,2.558,2.436,0.919,0.298,2016,0.841,0.756,0.946,0.872,0.964,0.917,,,,,,,,,0.119,0.0,0.929,,,,,,,
84X208,445.0,0.787,2.423,2.216,0.865,0.434,2016,0.691,0.528,0.79,0.75,0.733,0.724,,,,,,,,,0.143,0.0,0.833,,,,,,,
84X345,274.0,0.807,2.69,2.508,0.943,0.157,2016,0.757,0.522,0.833,0.708,0.845,0.632,,,,,,,,,0.238,0.048,0.857,0.645,,,,,,
84X347,349.0,0.704,2.688,2.591,0.921,0.257,2016,0.756,0.641,0.827,0.679,0.754,0.647,,,,,,,,,0.0,0.0,0.727,0.462,,,,,,
84X393,399.0,0.753,2.635,2.547,0.954,0.115,2016,0.929,0.882,0.836,0.677,0.966,0.952,,,,,,,,,0.267,0.0,0.933,0.778,,,,,,
84X395,418.0,0.8,2.441,2.322,0.926,0.24,2016,0.836,0.667,0.812,0.656,0.917,0.857,,,,,,,,,0.135,0.297,0.865,0.426,,,,,,
84X429,128.0,0.65,2.726,2.42,0.941,0.192,2016,0.024,0.029,,,,,,,,,,,,,,,,,,,,,,
84X482,221.0,0.829,2.531,2.42,0.929,0.215,2016,0.976,1.0,0.952,0.85,0.939,0.905,,,,,,,,,,,,,,,,,,
84X488,178.0,0.572,2.6,2.455,0.945,0.128,2016,0.843,0.667,0.941,0.833,,,,,,,,,,,,,,,,,,,,
84X539,454.0,0.705,2.579,2.479,0.914,0.259,2016,0.858,0.778,0.838,0.647,0.806,0.667,,,,,,,,,0.033,0.0,0.767,0.619,,,,,,
84X553,507.0,0.768,2.442,2.241,0.888,0.371,2016,0.873,0.717,0.816,0.653,0.709,0.645,,,,,,,,,0.049,0.024,0.78,0.327,,,,,,
84X703,356.0,0.759,2.64,2.576,0.94,0.171,2016,0.67,0.395,0.91,0.897,0.986,1.0,,,,,,,,,0.188,0.0,0.813,0.538,,,,,,
84X704,296.0,0.78,2.92,3.103,0.963,0.07,2016,0.829,0.652,0.821,0.692,0.775,0.64,,,,,,,,,,,,1.0,,,,,,
01M292,140.0,0.832,2.474,2.117,0.867,0.448,2017,0.868,0.733,0.824,0.733,0.879,0.875,38.0,15.0,34.0,15.0,33.0,16.0,26.0,23.0,0.0,0.077,0.5,0.217,,,,,,
01M448,392.0,0.757,2.847,2.66,0.925,0.244,2017,0.945,0.85,0.941,0.862,0.903,0.741,128.0,40.0,101.0,29.0,93.0,27.0,25.0,21.0,0.28,0.12,0.76,0.524,,,,,,
01M450,393.0,0.586,3.063,2.934,0.94,0.164,2017,0.846,0.786,0.948,0.897,0.956,0.929,104.0,28.0,96.0,29.0,91.0,28.0,7.0,18.0,0.571,0.429,0.571,0.722,,,,,,
01M509,204.0,0.767,2.632,2.207,0.79,0.631,2017,0.862,0.867,0.882,0.765,0.76,0.688,29.0,15.0,51.0,17.0,50.0,16.0,26.0,34.0,0.077,0.038,0.538,0.206,,,,,,
01M539,614.0,0.359,3.732,3.796,0.953,0.102,2017,0.913,0.765,0.986,0.977,0.962,0.914,160.0,51.0,144.0,44.0,130.0,35.0,3.0,3.0,,,,,,,,,,
01M696,548.0,0.383,3.925,4.024,0.945,0.13,2017,0.95,0.881,0.967,0.957,0.942,0.9,140.0,42.0,153.0,47.0,139.0,40.0,,,,,,,,,,,,
02M047,179.0,0.732,2.828,2.372,0.861,0.443,2017,0.98,0.938,0.813,0.533,0.838,0.8,50.0,16.0,48.0,15.0,37.0,15.0,11.0,21.0,0.182,0.091,0.909,0.524,,,,,,
02M135,315.0,0.712,2.71,2.36,0.83,0.511,2017,0.821,0.68,0.719,0.571,0.813,0.667,78.0,25.0,64.0,21.0,75.0,24.0,40.0,,0.025,0.225,0.625,,,,,,,
02M139,378.0,0.707,2.617,2.345,0.865,0.453,2017,0.927,0.833,0.88,0.767,0.83,0.618,109.0,36.0,92.0,30.0,106.0,34.0,34.0,1.0,0.441,0.118,0.706,,,,,,,
02M260,199.0,0.243,3.606,3.323,0.966,0.055,2017,0.97,0.9,0.837,0.741,,,101.0,30.0,92.0,27.0,,,,,,,,,,,,,,
02M280,279.0,0.599,2.941,2.6,0.916,0.265,2017,0.863,0.7,0.952,0.846,0.831,0.733,95.0,30.0,83.0,26.0,89.0,30.0,,,,,,,,,,,,
02M282,290.0,0.615,2.961,2.72,0.89,0.332,2017,0.823,0.533,0.764,0.464,0.863,0.69,96.0,30.0,89.0,28.0,95.0,29.0,1.0,,,,,,,,,,,
02M288,400.0,0.686,2.75,2.456,0.896,0.324,2017,0.791,0.588,0.876,0.759,0.809,0.733,115.0,34.0,97.0,29.0,94.0,30.0,26.0,24.0,0.077,0.115,0.731,0.542,,,,,,
02M294,352.0,0.655,2.814,2.349,0.872,0.342,2017,0.848,0.652,0.84,0.609,0.787,0.593,79.0,23.0,81.0,23.0,94.0,27.0,27.0,32.0,0.185,0.407,0.741,0.625,,,,,,
02M296,398.0,0.758,2.547,2.188,0.817,0.512,2017,0.683,0.455,0.726,0.647,0.727,0.464,101.0,33.0,106.0,34.0,88.0,28.0,36.0,45.0,0.0,0.028,0.472,0.444,,,,,,
02M298,508.0,0.661,2.951,2.598,0.871,0.387,2017,0.719,0.511,0.788,0.636,0.814,0.545,146.0,47.0,137.0,44.0,113.0,33.0,17.0,25.0,0.294,0.176,0.529,0.56,,,,,,
02M300,391.0,0.706,2.556,2.346,0.825,0.494,2017,0.729,0.429,0.677,0.433,0.594,0.367,85.0,28.0,93.0,30.0,96.0,30.0,48.0,26.0,0.042,0.146,0.438,0.231,,,,,,
02M303,431.0,0.79,2.533,2.185,0.818,0.53,2017,0.866,0.757,0.696,0.432,0.688,0.529,119.0,37.0,112.0,37.0,109.0,34.0,52.0,49.0,0.019,0.288,0.635,0.449,,,,,,
02M305,316.0,0.765,2.691,2.304,0.842,0.517,2017,0.908,0.793,0.789,0.652,0.548,0.409,87.0,29.0,71.0,23.0,73.0,22.0,31.0,18.0,0.065,0.097,0.774,0.389,,,,,,
02M308,354.0,0.679,2.664,2.295,0.876,0.314,2017,0.815,0.724,0.823,0.81,0.824,0.769,92.0,29.0,79.0,21.0,85.0,26.0,32.0,22.0,0.094,0.125,0.656,0.5,,,,,,
02M316,275.0,0.708,2.721,2.273,0.833,0.511,2017,0.817,0.652,0.567,0.3,0.582,0.458,71.0,23.0,67.0,20.0,79.0,24.0,25.0,33.0,0.04,0.12,0.6,0.273,,,,,,
02M374,534.0,0.642,2.944,2.481,0.842,0.441,2017,0.813,0.636,0.811,0.622,0.664,0.488,144.0,44.0,122.0,37.0,128.0,41.0,37.0,31.0,0.027,0.081,0.73,0.355,,,,,,
02M376,449.0,0.379,3.516,3.247,0.929,0.196,2017,0.943,0.821,0.967,0.912,0.922,0.811,105.0,28.0,121.0,34.0,116.0,37.0,4.0,4.0,,,,,,,,,,
02M392,432.0,0.695,2.783,2.411,0.865,0.436,2017,0.907,0.829,0.888,0.824,0.829,0.676,107.0,35.0,107.0,34.0,105.0,34.0,29.0,36.0,0.034,0.172,0.724,0.5,,,,,,
02M393,449.0,0.732,2.533,2.245,0.844,0.53,2017,0.758,0.683,0.813,0.629,0.762,0.545,128.0,41.0,112.0,35.0,105.0,33.0,36.0,34.0,0.306,0.083,0.75,0.471,,,,,,
02M399,402.0,0.702,2.758,2.58,0.82,0.514,2017,0.767,0.5,0.685,0.552,0.778,0.6,73.0,22.0,89.0,29.0,126.0,40.0,28.0,26.0,0.107,0.071,0.607,0.538,,,,,,
02M400,1227.0,0.686,2.951,2.756,0.852,0.386,2017,0.814,0.608,0.764,0.5,0.752,0.5,290.0,97.0,280.0,88.0,307.0,98.0,78.0,70.0,0.09,0.09,0.513,0.371,,,,,,
